"","Type","Subpopulation","Indicator","Value","NResp","Estimate.P","StdError.P","LCB95Pct.P","UCB95Pct.P","Estimate.U","StdError.U","LCB95Pct.U","UCB95Pct.U"
"1","PROB_CAT","(1,4]","phosphorus",0,0,0,0,0,0,0,0,0,0
"2","PROB_CAT","(1,4]","phosphorus",0.0051,0,0,0,0,0,0,0,0,0
"3","PROB_CAT","(1,4]","phosphorus",0.0056,0,0,0,0,0,0,0,0,0
"4","PROB_CAT","(1,4]","phosphorus",0.0068,0,0,0,0,0,0,0,0,0
"5","PROB_CAT","(1,4]","phosphorus",0.0072,0,0,0,0,0,0,0,0,0
"6","PROB_CAT","(1,4]","phosphorus",0.0076,0,0,0,0,0,0,0,0,0
"7","PROB_CAT","(1,4]","phosphorus",0.0077,0,0,0,0,0,0,0,0,0
"8","PROB_CAT","(1,4]","phosphorus",0.0079,0,0,0,0,0,0,0,0,0
"9","PROB_CAT","(1,4]","phosphorus",0.0083,0,0,0,0,0,0,0,0,0
"10","PROB_CAT","(1,4]","phosphorus",0.0086,0,0,0,0,0,0,0,0,0
"11","PROB_CAT","(1,4]","phosphorus",0.0089,0,0,0,0,0,0,0,0,0
"12","PROB_CAT","(1,4]","phosphorus",0.0093,0,0,0,0,0,0,0,0,0
"13","PROB_CAT","(1,4]","phosphorus",0.0098,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"14","PROB_CAT","(1,4]","phosphorus",0.0104,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"15","PROB_CAT","(1,4]","phosphorus",0.0107,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"16","PROB_CAT","(1,4]","phosphorus",0.0111,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"17","PROB_CAT","(1,4]","phosphorus",0.0112,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"18","PROB_CAT","(1,4]","phosphorus",0.0151,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"19","PROB_CAT","(1,4]","phosphorus",0.0162,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"20","PROB_CAT","(1,4]","phosphorus",0.0164,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"21","PROB_CAT","(1,4]","phosphorus",0.017,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"22","PROB_CAT","(1,4]","phosphorus",0.0175,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.000295053991562375,0.000147526995781187,5.90639308385504e-06,0.000584201590040894
"23","PROB_CAT","(1,4]","phosphorus",0.035,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.000295053991562375,0.000147526995781187,5.90639308385504e-06,0.000584201590040894
"24","PROB_CAT","(1,4]","phosphorus",0.0383,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.000295053991562375,0.000147526995781187,5.90639308385504e-06,0.000584201590040894
"25","PROB_CAT","(1,4]","phosphorus",0.0421,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.000295053991562375,0.000147526995781187,5.90639308385504e-06,0.000584201590040894
"26","PROB_CAT","(1,4]","phosphorus",0.0469,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.000295053991562375,0.000147526995781187,5.90639308385504e-06,0.000584201590040894
"27","PROB_CAT","(1,4]","phosphorus",0.112,3,100,0,100,100,0.000442580987343562,0,0.000442580987343562,0.000442580987343562
"28","PROB_CAT","(1,4]","phosphorus",0.147,3,100,0,100,100,0.000442580987343562,0,0.000442580987343562,0.000442580987343562
"29","PROB_CAT","(10,20]","phosphorus",0,0,0,0,0,0,0,0,0,0
"30","PROB_CAT","(10,20]","phosphorus",0.0051,0,0,0,0,0,0,0,0,0
"31","PROB_CAT","(10,20]","phosphorus",0.0056,0,0,0,0,0,0,0,0,0
"32","PROB_CAT","(10,20]","phosphorus",0.0068,0,0,0,0,0,0,0,0,0
"33","PROB_CAT","(10,20]","phosphorus",0.0072,0,0,0,0,0,0,0,0,0
"34","PROB_CAT","(10,20]","phosphorus",0.0076,0,0,0,0,0,0,0,0,0
"35","PROB_CAT","(10,20]","phosphorus",0.0077,0,0,0,0,0,0,0,0,0
"36","PROB_CAT","(10,20]","phosphorus",0.0079,0,0,0,0,0,0,0,0,0
"37","PROB_CAT","(10,20]","phosphorus",0.0083,0,0,0,0,0,0,0,0,0
"38","PROB_CAT","(10,20]","phosphorus",0.0086,0,0,0,0,0,0,0,0,0
"39","PROB_CAT","(10,20]","phosphorus",0.0089,0,0,0,0,0,0,0,0,0
"40","PROB_CAT","(10,20]","phosphorus",0.0093,0,0,0,0,0,0,0,0,0
"41","PROB_CAT","(10,20]","phosphorus",0.0098,0,0,0,0,0,0,0,0,0
"42","PROB_CAT","(10,20]","phosphorus",0.0104,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.00870409275109005,0.00870409275109005,0,0.0257638010613227
"43","PROB_CAT","(10,20]","phosphorus",0.0107,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.00870409275109005,0.00870409275109005,0,0.0257638010613227
"44","PROB_CAT","(10,20]","phosphorus",0.0111,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.00870409275109005,0.00870409275109005,0,0.0257638010613227
"45","PROB_CAT","(10,20]","phosphorus",0.0112,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.0174081855021801,0.00870409275109005,0.000348477191947447,0.0344678938124128
"46","PROB_CAT","(10,20]","phosphorus",0.0151,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.0174081855021801,0.00870409275109005,0.000348477191947447,0.0344678938124128
"47","PROB_CAT","(10,20]","phosphorus",0.0162,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.0174081855021801,0.00870409275109005,0.000348477191947447,0.0344678938124128
"48","PROB_CAT","(10,20]","phosphorus",0.0164,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.0174081855021801,0.00870409275109005,0.000348477191947447,0.0344678938124128
"49","PROB_CAT","(10,20]","phosphorus",0.017,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.0174081855021801,0.00870409275109005,0.000348477191947447,0.0344678938124128
"50","PROB_CAT","(10,20]","phosphorus",0.0175,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.0174081855021801,0.00870409275109005,0.000348477191947447,0.0344678938124128
"51","PROB_CAT","(10,20]","phosphorus",0.035,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.0174081855021801,0.00870409275109005,0.000348477191947447,0.0344678938124128
"52","PROB_CAT","(10,20]","phosphorus",0.0383,3,100,0,100,100,0.0261122782532702,0,0.0261122782532702,0.0261122782532702
"53","PROB_CAT","(10,20]","phosphorus",0.0421,3,100,0,100,100,0.0261122782532702,0,0.0261122782532702,0.0261122782532702
"54","PROB_CAT","(10,20]","phosphorus",0.0469,3,100,0,100,100,0.0261122782532702,0,0.0261122782532702,0.0261122782532702
"55","PROB_CAT","(10,20]","phosphorus",0.112,3,100,0,100,100,0.0261122782532702,0,0.0261122782532702,0.0261122782532702
"56","PROB_CAT","(10,20]","phosphorus",0.147,3,100,0,100,100,0.0261122782532702,0,0.0261122782532702,0.0261122782532702
"57","PROB_CAT","(20,50]","phosphorus",0,0,0,0,0,0,0,0,0,0
"58","PROB_CAT","(20,50]","phosphorus",0.0051,0,0,0,0,0,0,0,0,0
"59","PROB_CAT","(20,50]","phosphorus",0.0056,1,14.2857142857143,11.5200538904024,0,36.8646050108634,0.0053456840824242,0.0043107798097415,0,0.0137946572548
"60","PROB_CAT","(20,50]","phosphorus",0.0068,1,14.2857142857143,11.5200538904024,0,36.8646050108634,0.0053456840824242,0.0043107798097415,0,0.0137946572548
"61","PROB_CAT","(20,50]","phosphorus",0.0072,2,28.5714285714286,16.7500606454567,0,61.4009441753854,0.0106913681648484,0.00626783728004404,0,0.0229761034946922
"62","PROB_CAT","(20,50]","phosphorus",0.0076,2,28.5714285714286,16.7500606454567,0,61.4009441753854,0.0106913681648484,0.00626783728004404,0,0.0229761034946922
"63","PROB_CAT","(20,50]","phosphorus",0.0077,2,28.5714285714286,16.7500606454567,0,61.4009441753854,0.0106913681648484,0.00626783728004404,0,0.0229761034946922
"64","PROB_CAT","(20,50]","phosphorus",0.0079,2,28.5714285714286,16.7500606454567,0,61.4009441753854,0.0106913681648484,0.00626783728004404,0,0.0229761034946922
"65","PROB_CAT","(20,50]","phosphorus",0.0083,2,28.5714285714286,16.7500606454567,0,61.4009441753854,0.0106913681648484,0.00626783728004404,0,0.0229761034946922
"66","PROB_CAT","(20,50]","phosphorus",0.0086,2,28.5714285714286,16.7500606454567,0,61.4009441753854,0.0106913681648484,0.00626783728004404,0,0.0229761034946922
"67","PROB_CAT","(20,50]","phosphorus",0.0089,2,28.5714285714286,16.7500606454567,0,61.4009441753854,0.0106913681648484,0.00626783728004404,0,0.0229761034946922
"68","PROB_CAT","(20,50]","phosphorus",0.0093,3,42.8571428571429,16.7585790459466,10.0109314950198,75.7033542192659,0.0160370522472726,0.00627102484749753,0.00374606940002166,0.0283280350945235
"69","PROB_CAT","(20,50]","phosphorus",0.0098,3,42.8571428571429,16.7585790459466,10.0109314950198,75.7033542192659,0.0160370522472726,0.00627102484749753,0.00374606940002166,0.0283280350945235
"70","PROB_CAT","(20,50]","phosphorus",0.0104,3,42.8571428571429,16.7585790459466,10.0109314950198,75.7033542192659,0.0160370522472726,0.00627102484749753,0.00374606940002166,0.0283280350945235
"71","PROB_CAT","(20,50]","phosphorus",0.0107,3,42.8571428571429,16.7585790459466,10.0109314950198,75.7033542192659,0.0160370522472726,0.00627102484749753,0.00374606940002166,0.0283280350945235
"72","PROB_CAT","(20,50]","phosphorus",0.0111,3,42.8571428571429,16.7585790459466,10.0109314950198,75.7033542192659,0.0160370522472726,0.00627102484749753,0.00374606940002166,0.0283280350945235
"73","PROB_CAT","(20,50]","phosphorus",0.0112,3,42.8571428571429,16.7585790459466,10.0109314950198,75.7033542192659,0.0160370522472726,0.00627102484749753,0.00374606940002166,0.0283280350945235
"74","PROB_CAT","(20,50]","phosphorus",0.0151,3,42.8571428571429,16.7585790459466,10.0109314950198,75.7033542192659,0.0160370522472726,0.00627102484749753,0.00374606940002166,0.0283280350945235
"75","PROB_CAT","(20,50]","phosphorus",0.0162,4,57.1428571428571,17.9521516083535,21.9572865454814,92.3284277402328,0.0213827363296968,0.0067176571768629,0.0082163702025585,0.0345491024568351
"76","PROB_CAT","(20,50]","phosphorus",0.0164,4,57.1428571428571,17.9521516083535,21.9572865454814,92.3284277402328,0.0213827363296968,0.0067176571768629,0.0082163702025585,0.0345491024568351
"77","PROB_CAT","(20,50]","phosphorus",0.017,5,71.4285714285714,16.4639346680378,39.159852435397,100,0.026728420412121,0.0061607695442301,0.0146535339883788,0.0388033068358632
"78","PROB_CAT","(20,50]","phosphorus",0.0175,5,71.4285714285714,16.4639346680378,39.159852435397,100,0.026728420412121,0.0061607695442301,0.0146535339883788,0.0388033068358632
"79","PROB_CAT","(20,50]","phosphorus",0.035,5,71.4285714285714,16.4639346680378,39.159852435397,100,0.026728420412121,0.0061607695442301,0.0146535339883788,0.0388033068358632
"80","PROB_CAT","(20,50]","phosphorus",0.0383,5,71.4285714285714,16.4639346680378,39.159852435397,100,0.026728420412121,0.0061607695442301,0.0146535339883788,0.0388033068358632
"81","PROB_CAT","(20,50]","phosphorus",0.0421,6,85.7142857142857,12.9426763839253,60.347106138235,100,0.0320741044945452,0.0048431221390662,0.0225817595292469,0.0415664494598435
"82","PROB_CAT","(20,50]","phosphorus",0.0469,7,100,0,100,100,0.0374197885769694,0,0.0374197885769694,0.0374197885769694
"83","PROB_CAT","(20,50]","phosphorus",0.112,7,100,0,100,100,0.0374197885769694,0,0.0374197885769694,0.0374197885769694
"84","PROB_CAT","(20,50]","phosphorus",0.147,7,100,0,100,100,0.0374197885769694,0,0.0374197885769694,0.0374197885769694
"85","PROB_CAT","(4,10]","phosphorus",0,0,0,0,0,0,0,0,0,0
"86","PROB_CAT","(4,10]","phosphorus",0.0051,0,0,0,0,0,0,0,0,0
"87","PROB_CAT","(4,10]","phosphorus",0.0056,0,0,0,0,0,0,0,0,0
"88","PROB_CAT","(4,10]","phosphorus",0.0068,0,0,0,0,0,0,0,0,0
"89","PROB_CAT","(4,10]","phosphorus",0.0072,0,0,0,0,0,0,0,0,0
"90","PROB_CAT","(4,10]","phosphorus",0.0076,0,0,0,0,0,0,0,0,0
"91","PROB_CAT","(4,10]","phosphorus",0.0077,1,25,21.3600093632938,0,66.8648490614942,0.0216083658526563,0.0184621958775287,0,0.0577936048481363
"92","PROB_CAT","(4,10]","phosphorus",0.0079,1,25,21.3600093632938,0,66.8648490614942,0.0216083658526563,0.0184621958775287,0,0.0577936048481363
"93","PROB_CAT","(4,10]","phosphorus",0.0083,1,25,21.3600093632938,0,66.8648490614942,0.0216083658526563,0.0184621958775287,0,0.0577936048481363
"94","PROB_CAT","(4,10]","phosphorus",0.0086,2,50,24.4948974278318,1.99088323644692,98.0091167635531,0.0432167317053125,0.0211717882057551,0.00172078933372261,0.0847126740769024
"95","PROB_CAT","(4,10]","phosphorus",0.0089,2,50,24.4948974278318,1.99088323644692,98.0091167635531,0.0432167317053125,0.0211717882057551,0.00172078933372261,0.0847126740769024
"96","PROB_CAT","(4,10]","phosphorus",0.0093,2,50,24.4948974278318,1.99088323644692,98.0091167635531,0.0432167317053125,0.0211717882057551,0.00172078933372261,0.0847126740769024
"97","PROB_CAT","(4,10]","phosphorus",0.0098,2,50,24.4948974278318,1.99088323644692,98.0091167635531,0.0432167317053125,0.0211717882057551,0.00172078933372261,0.0847126740769024
"98","PROB_CAT","(4,10]","phosphorus",0.0104,2,50,24.4948974278318,1.99088323644692,98.0091167635531,0.0432167317053125,0.0211717882057551,0.00172078933372261,0.0847126740769024
"99","PROB_CAT","(4,10]","phosphorus",0.0107,2,50,24.4948974278318,1.99088323644692,98.0091167635531,0.0432167317053125,0.0211717882057551,0.00172078933372261,0.0847126740769024
"100","PROB_CAT","(4,10]","phosphorus",0.0111,2,50,24.4948974278318,1.99088323644692,98.0091167635531,0.0432167317053125,0.0211717882057551,0.00172078933372261,0.0847126740769024
"101","PROB_CAT","(4,10]","phosphorus",0.0112,2,50,24.4948974278318,1.99088323644692,98.0091167635531,0.0432167317053125,0.0211717882057551,0.00172078933372261,0.0847126740769024
"102","PROB_CAT","(4,10]","phosphorus",0.0151,3,75,20.6533895523229,34.5201003187713,100,0.0648250975579688,0.0178514399017609,0.0298369182783363,0.0998132768376013
"103","PROB_CAT","(4,10]","phosphorus",0.0162,3,75,20.6533895523229,34.5201003187713,100,0.0648250975579688,0.0178514399017609,0.0298369182783363,0.0998132768376013
"104","PROB_CAT","(4,10]","phosphorus",0.0164,3,75,20.6533895523229,34.5201003187713,100,0.0648250975579688,0.0178514399017609,0.0298369182783363,0.0998132768376013
"105","PROB_CAT","(4,10]","phosphorus",0.017,3,75,20.6533895523229,34.5201003187713,100,0.0648250975579688,0.0178514399017609,0.0298369182783363,0.0998132768376013
"106","PROB_CAT","(4,10]","phosphorus",0.0175,3,75,20.6533895523229,34.5201003187713,100,0.0648250975579688,0.0178514399017609,0.0298369182783363,0.0998132768376013
"107","PROB_CAT","(4,10]","phosphorus",0.035,4,100,0,100,100,0.086433463410625,3.46944695195361e-18,0.086433463410625,0.086433463410625
"108","PROB_CAT","(4,10]","phosphorus",0.0383,4,100,0,100,100,0.086433463410625,3.46944695195361e-18,0.086433463410625,0.086433463410625
"109","PROB_CAT","(4,10]","phosphorus",0.0421,4,100,0,100,100,0.086433463410625,3.46944695195361e-18,0.086433463410625,0.086433463410625
"110","PROB_CAT","(4,10]","phosphorus",0.0469,4,100,0,100,100,0.086433463410625,3.46944695195361e-18,0.086433463410625,0.086433463410625
"111","PROB_CAT","(4,10]","phosphorus",0.112,4,100,0,100,100,0.086433463410625,3.46944695195361e-18,0.086433463410625,0.086433463410625
"112","PROB_CAT","(4,10]","phosphorus",0.147,4,100,0,100,100,0.086433463410625,3.46944695195361e-18,0.086433463410625,0.086433463410625
"113","PROB_CAT",">50","phosphorus",0,3,21.4285714285714,9.8969685988726,2.03086941865729,40.8262734384856,0.0130170878630459,0.00601205312536879,0.00123368026418164,0.0248004954619102
"114","PROB_CAT",">50","phosphorus",0.0051,4,28.5714285714286,10.755579176723,7.49088075218255,49.6519763906746,0.0173561171507279,0.00653362822752969,0.00455044113639546,0.0301617931650604
"115","PROB_CAT",">50","phosphorus",0.0056,4,28.5714285714286,10.755579176723,7.49088075218255,49.6519763906746,0.0173561171507279,0.00653362822752969,0.00455044113639546,0.0301617931650604
"116","PROB_CAT",">50","phosphorus",0.0068,5,35.7142857142857,11.1283553595873,13.9031100023313,57.5254614262401,0.0216951464384099,0.00676007637605749,0.00844564020859718,0.0349446526682226
"117","PROB_CAT",">50","phosphorus",0.0072,5,35.7142857142857,11.1283553595873,13.9031100023313,57.5254614262401,0.0216951464384099,0.00676007637605749,0.00844564020859718,0.0349446526682226
"118","PROB_CAT",">50","phosphorus",0.0076,6,42.8571428571429,10.8972257721321,21.4989728123624,64.2153129019234,0.0260341757260919,0.00661967344916694,0.0130598541763086,0.0390084972758751
"119","PROB_CAT",">50","phosphorus",0.0077,6,42.8571428571429,10.8972257721321,21.4989728123624,64.2153129019234,0.0260341757260919,0.00661967344916694,0.0130598541763086,0.0390084972758751
"120","PROB_CAT",">50","phosphorus",0.0079,7,50,9.76513020075767,30.8606965021706,69.1393034978294,0.0303732050137739,0.00593196603147615,0.0187467652345656,0.0419996447929821
"121","PROB_CAT",">50","phosphorus",0.0083,8,57.1428571428571,10.7440487845821,36.084908476935,78.2008058087793,0.0347122343014558,0.00652662392824198,0.0219202864614642,0.0475041821414474
"122","PROB_CAT",">50","phosphorus",0.0086,8,57.1428571428571,10.7440487845821,36.084908476935,78.2008058087793,0.0347122343014558,0.00652662392824198,0.0219202864614642,0.0475041821414474
"123","PROB_CAT",">50","phosphorus",0.0089,9,64.2857142857143,11.3055998604848,42.1271457355431,86.4442828358855,0.0390512635891378,0.00686774604732395,0.0255907286814156,0.0525117984968601
"124","PROB_CAT",">50","phosphorus",0.0093,9,64.2857142857143,11.3055998604848,42.1271457355431,86.4442828358855,0.0390512635891378,0.00686774604732395,0.0255907286814156,0.0525117984968601
"125","PROB_CAT",">50","phosphorus",0.0098,9,64.2857142857143,11.3055998604848,42.1271457355431,86.4442828358855,0.0390512635891378,0.00686774604732395,0.0255907286814156,0.0525117984968601
"126","PROB_CAT",">50","phosphorus",0.0104,9,64.2857142857143,11.3055998604848,42.1271457355431,86.4442828358855,0.0390512635891378,0.00686774604732395,0.0255907286814156,0.0525117984968601
"127","PROB_CAT",">50","phosphorus",0.0107,10,71.4285714285714,9.56526955173354,52.6809876047561,90.1761552523868,0.0433902928768198,0.00581055786213623,0.0320018087369467,0.0547787770166929
"128","PROB_CAT",">50","phosphorus",0.0111,12,85.7142857142857,6.04701798429987,73.862348251192,97.5662231773795,0.0520683514521838,0.00367334633918235,0.0448687249246443,0.0592679779797232
"129","PROB_CAT",">50","phosphorus",0.0112,12,85.7142857142857,6.04701798429987,73.862348251192,97.5662231773795,0.0520683514521838,0.00367334633918235,0.0448687249246443,0.0592679779797232
"130","PROB_CAT",">50","phosphorus",0.0151,12,85.7142857142857,6.04701798429987,73.862348251192,97.5662231773795,0.0520683514521838,0.00367334633918235,0.0448687249246443,0.0592679779797232
"131","PROB_CAT",">50","phosphorus",0.0162,12,85.7142857142857,6.04701798429987,73.862348251192,97.5662231773795,0.0520683514521838,0.00367334633918235,0.0448687249246443,0.0592679779797232
"132","PROB_CAT",">50","phosphorus",0.0164,13,92.8571428571429,5.80699700637262,81.4756378663206,100,0.0564073807398657,0.00352754221177853,0.0494935250508351,0.0633212364288964
"133","PROB_CAT",">50","phosphorus",0.017,13,92.8571428571429,5.80699700637262,81.4756378663206,100,0.0564073807398657,0.00352754221177853,0.0494935250508351,0.0633212364288964
"134","PROB_CAT",">50","phosphorus",0.0175,13,92.8571428571429,5.80699700637262,81.4756378663206,100,0.0564073807398657,0.00352754221177853,0.0494935250508351,0.0633212364288964
"135","PROB_CAT",">50","phosphorus",0.035,13,92.8571428571429,5.80699700637262,81.4756378663206,100,0.0564073807398657,0.00352754221177853,0.0494935250508351,0.0633212364288964
"136","PROB_CAT",">50","phosphorus",0.0383,13,92.8571428571429,5.80699700637262,81.4756378663206,100,0.0564073807398657,0.00352754221177853,0.0494935250508351,0.0633212364288964
"137","PROB_CAT",">50","phosphorus",0.0421,13,92.8571428571429,5.80699700637262,81.4756378663206,100,0.0564073807398657,0.00352754221177853,0.0494935250508351,0.0633212364288964
"138","PROB_CAT",">50","phosphorus",0.0469,13,92.8571428571429,5.80699700637262,81.4756378663206,100,0.0564073807398657,0.00352754221177853,0.0494935250508351,0.0633212364288964
"139","PROB_CAT",">50","phosphorus",0.112,13,92.8571428571429,5.80699700637262,81.4756378663206,100,0.0564073807398657,0.00352754221177853,0.0494935250508351,0.0633212364288964
"140","PROB_CAT",">50","phosphorus",0.147,14,100,0,100,100,0.0607464100275477,0,0.0607464100275477,0.0607464100275477
"141","PROB_CAT","(1,4]","chlorophyll",0,0,0,0,0,0,0,0,0,0
"142","PROB_CAT","(1,4]","chlorophyll",0.55,0,0,0,0,0,0,0,0,0
"143","PROB_CAT","(1,4]","chlorophyll",0.684,0,0,0,0,0,0,0,0,0
"144","PROB_CAT","(1,4]","chlorophyll",1.12,0,0,0,0,0,0,0,0,0
"145","PROB_CAT","(1,4]","chlorophyll",1.54,0,0,0,0,0,0,0,0,0
"146","PROB_CAT","(1,4]","chlorophyll",1.66,0,0,0,0,0,0,0,0,0
"147","PROB_CAT","(1,4]","chlorophyll",1.83,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"148","PROB_CAT","(1,4]","chlorophyll",2.29,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"149","PROB_CAT","(1,4]","chlorophyll",2.32,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"150","PROB_CAT","(1,4]","chlorophyll",2.5,1,33.3333333333333,33.3333333333333,0,98.6654661513351,0.000147526995781187,0.000147526995781187,0,0.000436674594259707
"151","PROB_CAT","(1,4]","chlorophyll",2.63,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.000295053991562375,0.000147526995781187,5.90639308385504e-06,0.000584201590040894
"152","PROB_CAT","(1,4]","chlorophyll",3.09,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.000295053991562375,0.000147526995781187,5.90639308385504e-06,0.000584201590040894
"153","PROB_CAT","(1,4]","chlorophyll",3.1,2,66.6666666666667,33.3333333333333,1.33453384866488,100,0.000295053991562375,0.000147526995781187,5.90639308385504e-06,0.000584201590040894
